topik,keyword,tweet,gambar,url,label
Mendikbud,Mendikbud hapus pelajaran sejarah,"Ga tau apa kerjanya. Awal2 gelar akademik ga dia anggap, skarang mo hapus pelajaran sejarah.. Baiknya org ini jadi Kang Ojol aja lagi !! ______________ Pelajaran Sejarah Bakal Dihapus, Wakil Ketua MPR: Mendikbud Buta Sejarah! https://news.demokrasi.co.id/pelajaran-sejarah-bakal-dihapus-wakil-ketua-mpr-mendikbud-buta-sejarah/?amp&__twitter_impression=true… https://m.bernas.id/71310-mendikbud-sebut-gelar-kelulusan-tidak-menjamin-kompetensi-pakar--nadiem-jangan-sembarangan-keluarkan-pernyataan.html",,https://twitter.com/SBahriTweet/status/1307269135072591873?s=20,1
Presiden,Presiden Jokowi akan Disuntik Vaksin selain Sinovac,"New post in LawanHoaks: [HOAKS] Presiden Jokowi akan Disuntik Vaksin selain Sinovac

https://ift.tt/2WxMPu0",,https://twitter.com/inihoaks/status/1340523745723736064,1
retinol,retinol  berbahaya,"Hati, meski kaya zat besi, mengandung retinol, salah satu bentuk vit A, yg bisa berbahaya bagi janin muda. Bumil muda jgn makan hati dulu..",,https://twitter.com/savrinasastro/status/329589827878141953,1
kinder joy,kinder joy kanker,BAHAYA Makanan Anak Kinder Joy Ternyata Penyebab Kanker! http://fb.me/3tGSrtZsv,,https://twitter.com/pitermarselinus/status/720577759265890304?s=20,1
bunga pepaya,manfaat bunga pepaya,"Apa saja manfaat bunga pepaya dan temukan fakta toilet di 
@droz_ttv
 road to HUT TRANSMEDIA ke 14 pkl 8.30 WIB",,https://twitter.com/TRANSTV_CORP/status/675123063713832960,1
Kemenag,Kemenag menghapus kurikulum agama,"bukti rezim ini pembenci islam .. walau cuma hanya diganti kata .. tp ini adlh bentuk cara menghilangkan islam dikit demi dikit ... ""Selamat Tinggal Sejarah Islam""Kemenag Menghapus Kurikulum Pendidikan Agama di Madrasah Kata Khilafah dan Jihad https://pesisirnews.com/NASIONAL/-quot-Selamat-Tinggal-Sejarah-Islam-quot-Kemenag-Menghapus-Kurikulum-Pendidikan-Agama-di-Madrasah-Kata-Khilafah-dan-Jihad#.XfiuXWXUK5J.twitter",,https://twitter.com/RestuIlham9/status/1206885309549441024?s=20,1
khilafah,Acara International Khilafah Forum 1438 H ,Acara ‘International Khilafah Forum 1438 H’ HTI di Jakarta tak dapat izin polisi http://lensa.in/NyRQlt via ,,https://twitter.com/search?q= Acara International Khilafah Forum 1438 H &src=typed_query,1
Kacang,Kacang dapat menyebabkan jerawat,"mikir kenapa jadi breakout, dari jumat sampe kemarin udah minum chatime 2x minuman family mart 2x ditambah brownies dan ngemil kacang mede

jerawat:",,https://twitter.com/naeibu/status/1404971410133422087,1
Nanas,Nanas dapat menggugurkan kandungan,Karna nanas itu menggugurkan kandungan dan nanas itu pula menggugurkan isi perut saya yg langsung keluar… [pic] — https://path.com/p/AIgFQ,,https://twitter.com/ama_dawat/status/380248520189427712,1
tomat,tomat mencerahkan kulit,"Guys, efek cantik dari makan tomat adalah mencerahkan kulit, ini cocok banget untuk para wanita yang ingin mencerahkan kulit. #Tomat",,https://twitter.com/NC_UEU/status/633267250624102400,1
jokowi,jokowi 3 periode,"Politik jahat berkembang sejak Jokowi jadi presiden. Kalau mau dihentikan, turunkan Jokowi. Gawat orang itu. Kini ia mau 3 periode. Jadi raja saja. King of Mukidi.",,https://twitter.com/Djoked2/status/1400630541519507460,1
Kentut,Mencium bau kentut bisa mencegah kanker,"Fakta Unik, Mencium Bau Kentut Suami Bisa Cegah Kanker dan Panjangkan Umur Istri http://dlvr.it/PzpNNH",,https://twitter.com/wajibbacacom/status/928119913423683584,1
Terasi,Terasi Berbahaya,Suara Kendari: Terasi Berbahaya Ditemukan di Bombana http://goo.gl/P5vzyW,,https://twitter.com/suarakdi/status/595891898406993920,1
Garam,Garam bisa mengobati sakit gigi,Ternyata garam bisa mengobati sakit gigi #Fakta,,https://twitter.com/AlfonsLigori/status/606471444667756544,0
vaksin,soda setelah vaksin,"setelah vaksin sebisa mungkin gak konsumsi soda/alkohol, kopi boleh tpi hanya sedikit (kurleb dijalankan 3-7 hari)",,https://twitter.com/audreykiuti/status/1436335746898481154?s=20,1
Boba,Boba dapat menyumbat usus,Auto mati soalnya boba dapat menyumbat usus,,https://twitter.com/redwyomia/status/1195536635502288896,1
Sertifikasi,Sertifikasi Halal Dipegang PT Surveyor Indonesia Bukan Lagi MUI,"Nah lo sapa yg nyebar Hoax, lacakkk Smiling faceFolded hands
Cek Fakta
Narasi yang mengklaim Gus Yaqut menggila karena sertifikasi Halal kini dipegang PT Surveyor Indonesia bukan lagi oleh MUI adalah klaim yang salah atau hoaks.",,https://twitter.com/HastWong/status/1346613699256061952,1
Obat,minum obat jadi ngantuk,"gua minum sirop obat batuk malah ngantuk, terus batuknya malah jadi tambah tambah Wajah tidak senang",,https://twitter.com/comfymyg/status/1422888468338774017,0
Daun seledri,manfaat makan daun seledri,"Share ah, siapa tau ada manfaat buat yang baca ha ha ha.
Jadi, gw udah 4 tahun nih jadi manusia yang suka sayur, segala sayur, padahal dulu sebelum gw kuliah mana ada dalam kamus gw makan sayur. Daun bawang dan seledri pun dibakso gw sisihin singkirin, mati matian gak mauWajah dengan air mata bahagia",,https://twitter.com/hannaKha/status/1027261452665507840,1
payudara,memandang payudara perpanjang umur pria ,Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun http://fb.me/3PdsqoS24,,https://twitter.com/MR_Tekkahajhat/status/735460178242326528?s=20,1
,,"Makan cabai bersama bijinya ataupun makan jambu klutuk bersama bijinya, dapat pula menyebabkan radang usus buntu.",,https://twitter.com/letsknowmore/status/158173809223008256,1
Pajak,Makanan Tradisional dikenakan pajak,Begitulah kalau akal sehatnya terganggu seruduk sana seruduk sini karena panik kas sudah mulai kosong. Hutang sana hutang sini kayaknya para kreditor kagak percaya lagi nih masalahnya takut dicurangi Grinning faceSmiling face with open mouthSmiling face with open mouth and smiling eyesSmiling face with open mouth and cold sweatFace with tears of joyRolling on the floor laughing,,https://twitter.com/abbakarmohamma2/status/1148118587145457665,1
Kampus,Kampus pemuja setan Itenas,Heboh Aktivitas 'Ritual Pemuja Setan' di Kampus Itenas Bandung,,https://twitter.com/idntodayco/status/1286930201172037632?s=20,1
sinovac,Vaksin sinovac vaksin paling lemah,"Indonesia Pesan 1,2 Juta Vaksin Sinovac, WHO: Sinovac Vaksin COVID-19 yang Paling Lemah",,https://twitter.com/BravoPapua5/status/1340871275208560645?s=20,1
Poligami ,Program 1 suami 2 istri,"""Katanya indo mau bikin program 1 suami 2 istri menurutku wajar saja, coba di balik 1 istri 2 suami, bumi ga lama diadain programnya ancur tuh auto kiamat kubro"" #jadibetinamanutaja",,https://twitter.com/sidoel_10/status/1260796318370258944?s=20,1
,,"Bos Bio Farma Bantah Cina Jual Vaksin Lebih Mahal ke Indonesia Ketimbang Brasil
",,https://twitter.com/tempodotco/status/1316035978855886849,0
,,"Susu yang dicampur soda tidak akan bisa membersihkan paru-paru perokok. Cara terbaik untuk membersihkannya adalah dengan berhenti merokok, tentunya. Selain itu, suplai antioksidan yang banyak lewat konsumsi sayur dan buah.⁠","""Minum susu soda dapat membersihkan paru-paru perokok"" Pernah dengar pernyataan ini?Tahukah kamu, pernyataan ini hanya mitos belaka loh.",https://twitter.com/resep_JSR/status/1334006227060154372,0
,,"Hii. Kalau untuk serum boleh try serum from kayman. Suitable for all skin type. Serum ni dapat treat acne, redness and skin barrier. Also dapat treat sunburn jugak sbb ada centella asiatica for soothing. Nak tanya apa2 pasal produk ni,boleh dm jeSlightly smiling face",,https://twitter.com/nrazlinaa_/status/1215661407514943488,1
Permen susu,Permen susu mengandung narkoba,"Seorang anak di Banyumas, Jawa Tengah tertidur selama tiga hari setelah mengonsumsi permen susu yang mengandung narkoba. #LintasiNewsSore",,https://twitter.com/Lintas_MNCTV/status/942667860513406976?s=20,1
Minum,Minum kopi bikin mata melek,9 Manfaat Minum Kopi yang Mujarab; 1. Minum kopi bikin mata melek di pagi dan malam hari. 2. Sumber antioksidan yang baik. 3. Efektif menghilangkan stres. 4. Baik untuk metabolisme… https://instagram.com/p/BqPZINXDiKj/?utm_source=ig_twitter_share&igshid=jn8qksuv6gua,,https://twitter.com/budisatrio15/status/1063402069367894019,1
harun masiku,harun masiku ditembak mati,Infonya Buronan KPK yg Bernama Harun Masiku di tembak mati ya iyalah di Matiiin Biar tdk Terbongkar Kecurangan Pilpres 2019 yg di Umumin tengah Malam,,https://twitter.com/sofyanhadi330/status/1259835838390730752,1
sonovac,sinovac berbahaya,"Gagal bikin narasi vaksin sinovac berbahaya, beloknya skrg k yg lain. Rapopo, namanya juga org usaha ya pak. Tinggal diridhoi atau kagak sama semesta  belajar dari sejarah (film silat), niat buruk biasanya sih ga kesampean sbb tuhan mmg ga tidur2an aja.",,https://twitter.com/_missGe/status/1339788267005169664,1
,,Seriusan ini? Ngapain makasih? - Emgnya Jokowi yg biayai jamaah haji? - Yang ada malah Dana Abadi Umat untuk Haji dipake buat Infrastruktur Gua heran tuh tulisan buat apa ,,https://twitter.com/dusrimulya/status/1147907855279804416,1
Makanan pedas, Padas sakit perut,"sdh tau padas meolah sakit perut ,ya tetap haja",,https://twitter.com/eglantiiinee/status/1105013257364881408,1
,,"The Cristiano Ronaldo effect Fire.

Queen Elizabeth orders 80 jerseys for the Royal Court, and has personally requested ManUnited to reserve the first jersey signed by the player.

With this request, CR7 becomes the only human being the Queen Elizabeth ask for an autograph ✍🏻
",,https://twitter.com/faijullah_ibn/status/1435310386190831617?s=20,1
Mie,Dampak makan mie,"Wajah berteriak ketakutan gagal ginjal
Mie instan mengandung zat yang berbahaya bagi ginjal, yaitu proplene glycol. Akibat zat berbahaya ini, kerja ginjal menjadi terganggu, sehingga mengakibatkan kamu terkena gagal ginjal.",,https://twitter.com/threadbla1/status/1286200298013249539,0
tusuk jari,tusuk jari pertolongan pertama stroke,"Pertolongan pertama pada penderita stroke: tusuk ujung jari (tengah, jempol, manis, kelingking) pd kedua tangan dengan jarum",,https://twitter.com/Cangsque/status/187501011420721152?s=20,1
fluorida,fluorida bisa sebabkan kangker,"#FYI Fluoride di odol ternyata karsinogenik yg bisa menyebabkan kanker..jd klo sikat gigi kumur mpe bersih, jgn ditelen..",,https://mobile.twitter.com/chrieezzz/status/233551296169377795,1
,,"Iya.. aku mau sih makan mie instan tp hrs keadaan bener2 panas. Kalo udah dingin aku langsung mual,,duh. Iya makan mie instan katanya ni gak boleh tiap hr krn mie sulit di cernah krn ada lapisan lilinnya,dia bru bs lumat 2 hari. Jd kalo makan 2hr skali boleh..😊",,https://twitter.com/nuansabening28/status/1332275898658164736?s=20,1
lengkuas,manfaat lengkuas,"5 Manfaat Lengkuas, Tingkatkan Kesuburan Pria",,https://twitter.com/CNNIndonesia/status/1407534530957701124,0
Masjid rusia,peresmian masjid terbesar di rusia,Video Peresmian Masjid terbesar di RUSIA. Dekorasinya membayangkan syurga... yang penuh dengan buah2an dan air yang mengalir di bawahnya ayat Al Qur'an yang dibaca adalah dari Q.S Ar Rahman. Orang yang sedang... https://facebook.com/BeliaBangkit/videos/1724517624332013/,,https://twitter.com/beliabangkit/status/1016666765307404288?s=20,1
,,"Luwak White Koffie Diduga Mengandung Babi, Ini Penjelasan dari LPPOM MUI http://de.tk/lOndh
",,https://twitter.com/detikfood/status/324430575190544385,1
daun kelor,daun kelor menetralisir racun,"Kelor, daun mungil yang besar manfaatnya : Membersihkan racun dalam tubuh (detoks), memperbaiki pencernaan, anti kolestrol, anti diabet, anti hipertensi, memperbaiki proses pencernaan, meningkatkan energi dan daya tahan tubuh, menghilangkan sembelit,  mempercepat penyembuhan luka",,https://twitter.com/Juliati04045258/status/1130771426019926016?s=20,1
,,"kalau nasal spray beda lagi mas, biasanya utk mengobati rhinitis alergi dan sinusitis. Kalau nasal wash setahu saya ya cuma utk cuci hidung, cuman kemarin lumayan membantu pas indera penciuman hilang timbul krn covid",,https://twitter.com/ditapermatasrr/status/1418482689397559302?s=20,1
,,"dan gak jarang air garam sering di percaya bisa menyembuhkan sakit gigi RT @ben_andz Dibaca tweeps > RT 
@fitriasiska_23
 air garam bisa dija",,https://twitter.com/Riyanshandy/status/365148203928129537,1
Permen susu,Permen susu mengandung narkoba,"Berita yang beredar di medsos bahwa permen susu mengandung narkoba itu HOAX. Hasil pemeriksaan BPOM, permen tersebut tidak mengandung narkotika atau negatif. Jadi informasi tersebut jangan dipercaya.",,https://twitter.com/Humas_Polda_Ktg/status/943251333468930048?s=20,1
Taman Safari,Taman safari berikan tiket masuk gratis,Mereka lebih suka gratisan.. suruh aja sekali-kali ke taman safari jalan kaki gratis tiket masuk,,https://twitter.com/Captahp/status/1360195799854968832,1
,,"Wanita ini ngaku dihamili oleh ikan
Wanita ini ngaku dihamili 
Wanita ini
Wanita
Selalu buat sakit",,https://twitter.com/ranny_ast/status/1222443447706996736?s=20,1
ular ,manfaat ular bagi petani,Tkda orang yg nak sengaja lepaskan ular ke kebun dia kalau dia tkda ilmu bkenaan manfaat ular tu utk kebun dia. Kunci dia ilmu.,,https://twitter.com/mulliyadiusman/status/1283713166807949314,0
Sertifikasi,Sertifikasi Halal Dipegang PT Surveyor Indonesia Bukan Lagi MUI,"DISINFORMASI
Sertifikasi Halal Dipegang PT Surveyor Indonesia Bukan Lagi MUI

https://facebook.com/photo?fbid=439385217251757&set=a.103631444160471

Link Counter:

https://medcom.id/telusur/cek-fakta/VNxvwLak-cek-fakta-sertifikasi-halal-dipegang-pt-surveyor-indonesia-bukan-lagi-mui-ini-faktanya",,https://twitter.com/cirtbuleleng/status/1345891486613655552,1
Saffron,Saffron untuk kecantikan,Ada beberapa manfaat saffron yang bagus untuk kecantikan kulit seperti misalnya menghindari wajah kusam. #Saffron,,https://twitter.com/jpnncom/status/1405726735916683270,0
Permen susu,Permen susu mengandung narkoba,"Awas perhatikan jajanan anak anda dengan baik, beredar isu permen susu mengandung Narkoba -... https://fb.me/10mMVjO1v",,https://twitter.com/elzaelsafa/status/974698293992321026?s=20,1
,,sariawan :((( kurang vitamin c :((( vitamin changmin h3h3h3h3,,https://twitter.com/lunnashh/status/978603145298235393,1
Timun,Timun menyebabkan keputihan,ALBINO disebabkan oleh makan timun menyebabkan keputihan pada kulit,,https://twitter.com/shanggiyusindri/status/347634906224013312,1
,,"Minum Segelas Air Nanas Cegah Kanker: Nanas merupakan yang kaya nutrisi, sehingga memberikan banyak manfaat k... http://bit.ly/1XSyuTk",,https://twitter.com/PapoyManufaktur/status/738362844173864960,1
Sperma,sperma cegah korona,"Wanita Ini Bikin Heboh Usai Minum Sperma Demi Cegah Corona, Begini Kata Dokter https://wowkeren.com/berita/tampil/00309727.html…",,https://twitter.com/wow_keren/status/1258298164177584129,1
PPKM,PPKM diperpanjang sampai akhir tahun,Ppkm dua minggu diperpanjang sampai akhir bulan nanti diperpanjang lagi. Tahu gitu dari dulu langsung aja psbb 3 tahun wkwkwkwk,,https://twitter.com/ibnurusydi_ir/status/1416599599884603392,1
,,"Ready daun Sungkai kering Obat herbal untuk menyembuhkan berbagai macam penyakit , meningkatkan imunitas tubuh Dan insya Allah dapat mempercepat kesembuhan dari covid 19",,https://twitter.com/Abihendra14/status/1420762783520497665,1
daun pepaya jepang,Daun Pepaya Jepang berbahaya untuk dikonsumsi,"Daun Pepaya Jepang Ampuh Turunkan Gula Darah Diabetes, Ini Resepnya",,https://twitter.com/VIVAcoid/status/1347694711109079041,0
Oreo,Oreo berbahaya,Oreo ada di nomor 4 dari 10 makanan paling berbahaya. Oreo mengandung banyak gula. Terlalu bnyk gula menyebabkan keriput. Hmmm...,,https://twitter.com/nitahey/status/199510632322699266,1
,,"Semoga air garam dr baskom d setiap rumah kita bisa menambah penguapan dan menurunkan hujan 
@infopadang_
 #simulasihujan",,https://twitter.com/aahaw/status/444412062114934784?s=20,1
Foto,Terlalu banyak foto memendekkan umur,ini cewe gak bisa normal sedikit apa kalo foto? inget umur makin pendek,,https://twitter.com/Arisan_keluarga/status/337558232614723584,1
Bendera merah putih,merah putih PIK,"Simak pernyataan ormas yg kemaren Viral tdk boleh membentangkan bendera Merah Putih di PIK.....Clear!

Buat yg nge'gas , semoga rem nya pakem Face with hand over mouthGrinning face with smiling eyes",,https://twitter.com/marlina_idha/status/1428519325820854273?s=20,1
lontong,lontong plastik berbahaya,Lontong Plastik Sangat Berbahaya Bagi Janin dan Kesuburan Wanita http://lampungsae.com/lontong-plastik-sangat-berbahaya-bagi-janin-dan-kesuburan-wanita/?rF=t&mye_redirect=1,,https://twitter.com/LampungSae/status/762933111969583104,1
,,Malam kretekus dan seluruh masyarakat Indonesia... Masih ada aja loh yg hembusin isu bahwa filter rokok mengandung darah babi. Padahal sudah jelas isu tersebut adalah HOAX. Dilihat ya infografik di bawah ini... Biar cerdas dan gak kemakan isu HOAX ,"bahan dasar filter rokok dibuat dari bahan aseto, sejenis tumbuhan padi-padian yang hidup di daratan eropa dan tumbuh setelah musim salju",https://twitter.com/boleh_merokok/status/1015939740296572928,0
,,"Tolong bantu dikasih tahu ke saudara² kita yg kena covid ini obat pemberian YANG MAHA KUASA yg sangat manjur, air kelapa muda 1 biji, peras 1 biji jeruk nipis tambah 1 sendok garam makan, diaduk dan diminum airnya, dijamin 1 jam kemudian virusnya insyaa Alloh akan  hilang",,https://twitter.com/Rully_Ramadhana/status/1295290633859395585?s=19,1
Saos,Saos Berbahaya,"Aduh, Saos dan Kecap dari Bahan Kimia Berbahaya Beredar di Tangerang http://bit.ly/2mNE6k0 #Megapolitan",,https://twitter.com/kricomid/status/837679728735682560,1
jambu biji,manfaat jambu biji,Tim Riset Covid-19 Kaji Manfaat Jambu Biji Cegah Virus Corona,,https://twitter.com/CNNIndonesia/status/1243132638900019200,0
,,"Ampon makan rambutan,manggis,langsat langsung batuk.",,https://twitter.com/dhea_ayuP/status/1418866566897274890,1
,,"Pandang 10 menit setiap hari mk umurmu tambah 5 tahun 
Apakah cuma memandang payudara yg dirumah atau termasuk payudara tetangga nah ini yg tdk dijelaskan oleh para ahli
",,https://twitter.com/henrijova/status/1181768353490145281?s=20,1
sawi putih,sawi putih impor berbahaya,tahukah kalian Pantauan KPKP DKI Jakarta sayur yang mengandung residu pestisida berbahaya adlh sawi putih dan kol//mediaindonesia,,https://twitter.com/SMAN1SUKAKARYA/status/611229503164026881,1
kangkung,kangkung mengandung lintah,Bahaya Sayuran kangkung mengandung LINTAH ~ Adnan TeKaJe2 http://fb.me/1iKKwX305,,https://twitter.com/irfan_SETIAKU/status/311476969709637632?s=20,1
